,text,label
504,seguinte checkbox code funcao chamada checkbox ser clicada code objetivo percorrer array anuncios alguma posicao checkoucarimbo true setar campo this habilitacarimbar porem realizar click chamado funcao so setado ngmodel portanto logica quebrada ha alguma forma receber valor primeiro executar funcao segue ordem,"(0, 0, 0, 1)"
505,seguinte codigo fazer pesquisa tempo real jquery buscando valores dentro tabela code porem ocorre problema retorno apenas valor igual digitado cai code mostra code posso arrumar,"(0, 1, 0, 0)"
506,dois arrays b code faco subtracao retorno correto subtracao code porem jogo laco nao funciona code,"(0, 1, 0, 0)"
507,voces entenderem ola boa noite finalizando curso programacao trabalho web construcao ate ae tudo bem estudando java script jquery to estudo auto click delongas quero criar codigo auto click site terceiros site terceiros caso indicovoce criei outro site to usando comando code pegar pagina quero codigo maos pegar parte especifica to usando code edit ate onde pesquisei nao pra fazer auto click site terceiros porque pagina precisa ter codigo java script entao pensei armazenar codigo botao variavel tentar acionar ali sera possivel espero ficou bem claro oque voces puderem ajudar agradeco php code,"(0, 1, 0, 0)"
508,queria saber faco alert apareca apenas 1 vez usuario sessao caso usuario loga aparece div alert informado logado sucesso fechar alert quero nao apareca enquanto sessao aberta codigo exibe alert usuario entra sistema code,"(0, 0, 1, 0)"
509,problema pagina banner onde nao consigo definir tamanho div pega todos 100 tela peguei code browser fiz calculos desktops androids vai bem windows phone nao funciona parece ate calcula height ignora code code css slide img banner code resultado banner aparece distorcido codigo acima indexconteudo php importado pagina principal cujo codigo code,"(0, 1, 0, 0)"
510,nao pra colocar html identado jquery coloco linha reta funciona ja coloco identado pra ficar facil editar ja nao funciona formatação funciona code formatação funciona code,"(0, 1, 0, 0)"
511,comecando nodejs porem sempre tento enviar email senha api via post valores digitados sao retornados null code,"(1, 0, 0, 0)"
512,montando tabela planos tabela botao aderir plano muda link acordo opcoes escolhidas select dois 4 select usuario deve selecionar sao estado cidade nao escritos option select sim sao puxados banco dados portanto botao aderir troque link conforme opcoes selecionadas precisava saber value cada opcao select sao puxadas banco dados gostaria saber possivel descobrir value select puxado banco dados ha alguma outra maneira mencionar cidade estado ser value nesse caso nao existe obrigado code,"(0, 0, 1, 0)"
513,criando site onde todas paginas tags script link importar bibliotecas js css sao repetidas existe alguma forma exemplo criar arquivo scripts html exemplo importar arquivo todas paginas consequentemente porque adicionar nova biblioteca preciso ir pagina pagina realizar inclusao manual dessa forma incluiria somente arquivo iria toda outras automaticamente tentei jquery atraves funcoes code code nao consegui alguem alguma solucao respeito segue exemplo abaixo code,"(0, 1, 1, 0)"
514,preciso passar objeto array seguinte forma api code seguinte codigo code pois aparece console linha console log valores i segue tela selecao,"(0, 0, 0, 1)"
515,montado seguinte estrutura html code seguinte resultado queria clicar nesse botao ir adicionando code ultimo elemento corrente html criar nova code acima code,"(0, 1, 1, 0)"
516,desenvolvendo sistema tracar rota utilizando google maps api pontos origem destino pontos ha alguns pontos interesse tracar rota google retorna melhor rota marcar pontos mapa exibo dados rota code funcao calcula rota parte retorna dados parece code code funcao formatar km problema algumas rotas code mostra ordem diferente exemplo determinada rota code retorna ordem code retornos code pergunta comportamento esperado faltando alguma coisa,"(0, 1, 0, 0)"
517,usando jqgrid 4 54 projeto quero colocar mensagem bloqueando tela toda plugin blockui requisicao ajax encontra algum erro servidor erro 500 sei blockui 2 66 0 nao funciona ajax sincrono entao usando plugin jqgrid fazer requisicoes ajax abaixo code fazendo desse jeito plugin nao funciona maneira alguma porem jogo chamada blockui dentro window settimeout abaixo funciona perfeitamente code alguem sabe fazer chamada blockui ser executada ter usa la dentro code tempo todas funcoes nativas javascript code code code code funcionam leva crer problema code lida ajax problema utilizo forma assincrona exige assim funciona code edição acordo resposta utluiz pode haver algum conflito configuracoes padrao manipulo requisicoes ajax segue configuracao code,"(0, 1, 0, 0)"
518,desejo depurar evento associado elemento via jquery atualmente consigo fazer seguintes formas chrome possivel ativar depurador especificamente certos tipos eventos entanto nao utilidade necessario depurar alguma coisa outros navegadores colocar instrucao code primeira linha codigo evento ativa depurador naquele ponto inconveniente faze lo cada evento alem disso casos quais vou depurar codigo alheio ainda ha trabalho obter todos eventos podem ser associados desassociados amarrados desamarrados dinamicamente forca bruta exemplo evento clique code ultimo exemplo faz sinta mal comigo existe alguma forma elegante cross browser depurar eventos elemento,"(0, 1, 0, 0)"
519,boa noite pessoal implementando popover pagina porem fazendo dentro table dentro jumbotron problema ocorre 3 primeiras linhas onde popover aparece distante onde deveria aparecer intencao descobrir alvejar targetar css descobrir alterar js css posicionamento errado code code code segue codigo abaixo,"(0, 1, 0, 0)"
520,precisando saber executar funcao instante fechar pagina exemplo quero enviar alerta usuario assim sair pesquisando aqui site encontrei codigo code so nao consegui implementar projeto espero voces possam ajudar,"(0, 0, 1, 0)"
521,edição 1 descobri codigo nao funcionando porque trecho codigo jquery dentro funcao assim code so faco function minhafuncao nao funciona saida code code colocar assim code saida code code ha alguma coisa possa fazer nao ter tirar codigo dentro funcao inserir diretamente code original pagina portlets html onde sao renderizados graficos highchartsjs estrutura basica pagina seguinte code estrutura html repete usando asp classico bootstrap 4 alem jquery 1 11 3 estrutura descritiva html code gostaria pegar ids valor propriedades code div conteineres graficos usando jquery tentei seguinte code array code exemplo sempre retorna comcomprimento code comprimento code numero portlets pagina so valores code dependendo configuracao coloque li documentacao site jquery each map find site w3school push nao consegui resolver consultei algumas paginas stackoverflow porem nao obtive exito getting id of all elements of certain class into an array how to store in array the parent ids of elements with the same class and display in alert these stored ids confesso aqui nao entendi resposta pesquisei outros links trabalho nao recordo agora,"(0, 1, 0, 0)"
522,oi tentando criar editor texto programar lua tentei mudar cor palavra function toda vez digitada deparei algo nao consigo estilizar nenhum elemento dentro textarea aqui codigo usando code,"(0, 0, 1, 0)"
523,favor preciso executar funcao classe dentre varias classes so sei correta partir valor propriedades crio classes exemplo code assim instancio classe setando propriedade tablename nome tabela uso nesta classe classe funcao locate key agora preciso usar funcao locate classe propriedade tablename igual alunos nao existe fazer desta forma exemplo hipotetico code usar funcao locate classe propriedade tablename igual alunos nao sei destas classes instanciadas percorrer classes verificando propriedade setada valor alunos entao executar funcao locate desta classe algo percorrer verificando typeof nao typeof tambem precisarei saber encontro lista objetos dentre identificar quais sao desta classes instanciada exemplo hipotetico code logicamente pratica nao facil saber classe uso classe pode variar pode nao ser exatamente alunos precisarei fazer execucao dentro classe base instanciada tera executar locate outra classe depende mesma muita gente sempre pergunta uso poder raciocinar melhor resposta entao explico imprevisivel saber classe vou executar funcao localiza la entao aplicar funcao parametros pois execucao dara apenas dentro classe nao execucao codigo nivel regras negocio obrigado atencao abraco,"(0, 0, 0, 1)"
524,possuo site muitas imagens dessa forma primeira vez usuario abre site demora pra carregar primeiro carrega imagens estao topo site pra carregar resto pagina queria saber deixar estrutura mesma forma alterar visual fazer usuario carregue todo corpo site pra carregar imagens,"(0, 0, 1, 0)"
525,desenvolvendo aplicacao mobile cordova necessita fazer select bd online dados atualizar bd celular porem deparei problema realizo select bd celular realizo code selecionar banco online cadastro dentro realizo verificacao dados estao diferentes caso realizo update dou debug nao entra dentro code disseram acontece pq funcao assincrona nao sei resolver codigo code obs dito chega chamar funcao code porem nao entra code chega exibir code exibe code termina code funcao code dai exibe varias vezes exatamente numero vezes funcao code chamada code funcao principal code code retornando code coloco debugar console log data retorna seguinte code,"(0, 1, 1, 0)"
526,querendo fazer barra login lightbox clicar link entrar site vai aparecer code oculta aparecera fundo escuro transparente constroi algo assim,"(0, 1, 0, 0)"
527,variavel code passa processos ser realmente definida demora pouco mexer resto aplicacao preciso definida preciso esperar ser definida nao projeto trava esperar variavel ser definida liberar outras coisas pensei setinterval infinito gambiarra ha algo robusto,"(0, 1, 0, 0)"
528,grande problema ja pesquisei diversos lugares nao achei solucao espero voces possam ajudar objetivo criar funcao js vai pegar array base aqui vou chamar estrutura code funcao vai receber outro array vou chamar b segue estrutura code apos array b passar funcao deve sair estrutura identica valores faltava b identicos array b apos passar funcao code digamos ate ai tudo bem grande questao array base querer modificar estrutura digamos adicionar nivel nele exemplo code jeito imaginei ate agora script iria dar erro fizesse obvio nao quero aconteca realmente quero array b passar funcao tambem receba nova camada ja comecei fazer codigo porem nao consigo terminar causa dessa maldita duvida codigo ja desenvolvi,"(0, 1, 0, 0)"
529,ola maneira possivel fazer esconder code apenas firefox exibir demais navegadores,"(0, 1, 1, 0)"
530,ja testei web service atraves soapui funcionando normalmente retornando valores xml web service code javascript chamar metodo post code codigo php code mensagem erro notice trying to get property of non object in c \xampp\htdocs\teste2\php\usuariodao php on line 17 usuario tentei tambem codigo code mensagem array faultcode soapenv server faultstring namespace mismatch require found detail,"(0, 1, 0, 0)"
531,posso buscar htmls estilo code tipo possuo divs estilos code posso buscar dentro todas classes nomeadas code nome code exemplo colocasse busca palavra code iria retornar todos rows ja todos possuem palavra code mesma forma mysql trabalha entende,"(0, 1, 0, 0)"
532,formulario onde faco clone jquery adicionar novos inputs onde tambem posso remove los problema ocorre preciso remover div corrente onde encontra botao remover atualmente so consigo remover ultimo elemento formulario especionado funcoes adiciona remove code form code,"(0, 1, 0, 0)"
533,fiz menu utilizando sidenav angular material design desta forma code ficando assim queria fazer menu utilizando navbar sub itens separacao ja andei pesquisando encontrei nada fazer dao outra sugestao obrigado,"(0, 0, 0, 1)"
534,terminando html auxiliar tarefas servico sessoes pretendo fazer varios blocos anotacoes rapidas onde entro texto curto sera salvo arquivo txt porem atualizar pagina necessito textarea retorne valores salvos txt ha possibilidade utilizar apenas javascript nesta solucao quero consumir minimo possivel recursos nesta pagina segue trecho codigo utilizando templates bootstrap agilizar processo code meio inexperiente area desde ja agradeco auxilio,"(0, 0, 1, 0)"
535,conforme pagina site algumas imagens estao ficando offline vou servidor busco endereco novamente atualizo porem 1 2 dias fica desse jeito novamente interessante sao so algumas outras nunca aconteceram obs imagens estao parte baixo pagina onde escrito tabela digo vou servidor copio novamente pego link deleto final link deixando finalizando png interfere onde cito erro verdade iframe erro acontece nesse iframe pagina,"(0, 0, 1, 0)"
536,site tentando fazer formulario comunicar sistema reservas pode ver area faça aqui reserva data cliente informa formato dd mm aaaa porem enviada url aparece yyyy mm dd acaba dando bug sistema porque ser enviada retorno invertido resolver,"(0, 0, 1, 0)"
537,considerando seguinte codigo exemplo site bootstrap code preciso mudar panel danger outro panel exemplo panel info passar mouse,"(0, 0, 1, 0)"
538,meio pagina div rolagem interna rolo pagina chego ate div usar roda mouse fico preso nela div acaba rolagem nao continua restante pagina existe forma fazer rolagem continua exemplo pagina videos globo play,"(0, 1, 1, 0)"
539,boa tarde gente iniciando estudos tecnologia node js porem tentei escrever codigo web server exemplo code retorno gera seguinte erro code node js baixado partir codigo fonte github v0 10 29 observação ja procurei internet nao consegui nada explicando utilizar code nao entendo alguem pode ajudar alguma referencia explicacao ficarei grato saber funciona code,"(1, 0, 0, 0)"
540,ola gostaria esclarecer diferenca usar cada modelos tratamento promessas code code considerando metodo obj promessa algo tipo code abracos,"(1, 0, 0, 0)"
541,ola implementando autocompletar gostaria enquanto sistema pesquisa itens mostrar gif carregando canto input code linha abaixo css funciona nao sei onde inserir code tutorial aparece so codigo antigo conflito algumas funcoes nao funcionam gostaria fazer code exemplo ultimo codigo seguinte erro code,"(0, 1, 0, 0)"
542,enquanto trabalhava algo tropecei seguinte situacao segue codigo problema code code queria puxar apenas texto label textos dentro code estao vindo junto contornar jquery javascript puro ps sei possivel linkar label elemento usando queria evitar maneira trabalhando form extenso criar id s unicos apenas labels bem exaustivo,"(0, 1, 0, 0)"
543,sempre coloco script js php css tinymce dentro tags code manda syntax highlight funciona perfeitamente porem quero script html tinymce editor html retira tag code joga html desse modo syntax highlight nao consegue ler formatar script resolver,"(0, 1, 1, 0)"
544,preciso imprimir script utilizando jquery porem todo codigo impresso script nao alguem sabe resolver segue codigo abaixo code,"(0, 1, 0, 0)"
545,preciso biblioteca jquery faca efeito apresentado nesse site efeito preciso 3 banners superior pagina ficam efeito scroll esquerda alguem alguma ideia,"(0, 1, 0, 0)"
546,galera ser bem direto vou utilizar exemplo site sempre voce move mouse direcao botao fechar aba simplesmente clicar nela quiser pode testar abrindo qualquer link site nova aba acessa lo atalho teclado alt numero aba posicionar cursor sobre botao fechar aparece div sugerindo inscricao feedburner ja vi tambem outros sites pesquisas nao achei nada relacionado desde ja agradeco,"(0, 1, 1, 0)"
547,api rest java preciso realizar autenticacao login senha baseando nesse codigo java utiliza jwt duvida tratar token angular autenticar usuario toda fonte estudo bem vinda desde ja agradeco,"(0, 0, 0, 1)"
548,vou tentar ser bastante objetivo faco pegar valor dentro tag dentro 200 milhoes outros childs compreendendo desde ja nao poderei fazer alteracoes codigo porque codigo site preciso filtrar colher dados especificos ex code exemplo preciso pegar informacoes segunda tabela dentro tags tr supondo nao existe id class faco pegar informacoes grato,"(0, 0, 1, 0)"
549,plugin jquery code seletor html code chamada plugin code problema code fazendo referencia code nao code chamada plugin • primeira tentativa alterar code code code ps funcionou nao 100 acontece atribuir plugin elemento sera carregado posteriormente via ajax click nao vai chamar plugin • tentei tambem code unica diferenca inves retornar code retorna elemento clicado la • outra tentativa code funciona exatamente preciso porem chamada plugin ficou suja preciso algo preciso limpo ja mencionado code objetivo preciso atributos code referenciando dentro plugin tais code code code etc compativel chamadas ajax code obrigado desde ja,"(0, 1, 0, 0)"
550,duvida seguinte integro mensagens jquery validator janelas modais plugin smartnotification js gostaria inputs entrarem roles validators jquery exibida mensagem via smartnotification js nao conseguindo integrar dois fazer validacao forms outras palavras fazer crud padronizado segue exemplo funcao smartnotification js so ser chamada jquery validator code jquery validator quero implementar exemplo code implemento tentei surgia mensagem smartnotification js clicando botao voltar surge nao saia entendem ficava tela tentei colocar code nada creio exista algum jeito segue exemplo modal smartnotification js obrigado desde ja exemplo puder ajudar,"(0, 1, 0, 0)"
551,recentemente vi infografico apontando code linguagem usada ano 2015 tambem direto vejo aqui sopt varios posts sobre code code pergunta seguinte vantajoso utilizar apenas code code code desenvolver sites sistemas web utilizar javascript projetos javaee levando conta fatores dificuldade produtividade,"(0, 0, 1, 0)"
552,preciso ajuda criar funcao javascript jquery faca seguinte usuario acessar site inicia contador tempo pessoa tentar fechar janela aba navegador antes determinado tempo ex 5 seg entao executa funcao agora pessoa passar 5 seg site funcao nao sera executada,"(0, 1, 0, 0)"
553,seguindo tutorial code aprendendo sobre frameworks porem vou tentar instalar express code erro tentando fazer seguinte maneira code erro aparece cmd express nao reconhecido comando interno externo programa operavel arquivo lotes,"(1, 0, 0, 0)"
554,extensao google copio texto pagina gero json copiado porem nao sabendo faz corretamente consegui fazer parte porem nao certeza json code,"(0, 1, 0, 0)"
555,iniciando estudos angular 7 aula sobre structural directives aprendi posso adicionar remover elementos code code entendi existem 3 principais code code code code code sao usados rederizar condicionalmente elementos code code utilizado renderizar lista elementos code usando code exemplo code obs proposito estudo usando arquivo code setado code tela fica assim setado code fica assim pergunta situacao real usaria motivo exemplo iria querer remover elemento dom,"(0, 0, 1, 1)"
556,fazendo seguinte requisicao ajax code fazer requisicao usando code code funciona normalmente porem faco requisicao usando ajax recebo seguinte mensagem console code code api node seguinte jeito code ate pouco tempo atras tendo problemas code habilitei code code nao recebo mensagem code porem continuo tendo erro retorno requisicao feita via ajax via code funciona corretamente,"(1, 0, 0, 0)"
557,quero passar 2 dois parametros pagina javascript pagina php ja pesquisei net so encontro logica php mesma pagina javascript alguem sabe possivel fazer,"(0, 0, 1, 0)"
558,quadradinhos quatro cores gostaria jogar background forma aleatoria dar efeito parallax mexe mouse alguem conhece algum plugin pra estilo colocando quadrados lugar pontos obrigado,"(0, 1, 0, 0)"
559,3 itens acessorios pneus veiculos valores sao adicionados tela manutencao principal problema alterar apenas itens valor adicionado apenas selecionei nao atualizado outros valores code,"(0, 0, 1, 0)"
560,funcao javascript possui codigo ajax dentro queri passar valores javascript ajax segue codigo code possivel fazer errando,"(0, 0, 1, 0)"
561,galera tentando fazer sistema carregamento sob demanda nao sei nada sobre ajax nao entendi bem funcionaria sistema postagens mostra quantidade 10 post pagina clico segunda pagina paginacao mostra 10 assim ate terminar post banco queria fazer sistema sob demanda botao carregar ter ir outra pagina arquivo mostra postagens code alguem poder ajudar vlw,"(0, 0, 1, 0)"
562,veja codigo abaixo cria servidor node js alterar var http exemplo code erro code,"(1, 0, 0, 0)"
563,desenvolvendo website estilo one page varias secoes sobre contato servicos exemplo menu fixo ideia conforme usuario rolando pagina menu fixo iria alterando links ativos secao contato menu fixo link contato ficasse ativo duvida saber secao passou topo pagina pois assim conseguiria remover colocar links ativo obs utilizo jquery caso interesse site,"(0, 1, 1, 0)"
564,fazendo funcao projeto preciso usar evento code dando erro code erro app js 14719 uncaught typeerror can not read property addeventlistener of null at vuecomponent excluirvariante app js 14719 at proxy boundfn app js 27396 at click app js 18030 at htmlelement invoker app js 28969,"(0, 0, 1, 0)"
565,form imprime formularios consulta formularios criados usando canvas podem impressos n vezes copias cada numeracao incrementa formulario ocorre determinado momento definicao formulario torna extremamente degradada nao sendo possivel ler corretamente formulario resolver,"(0, 0, 1, 0)"
566,desenvolver sistema onde comecar contagem 1 00 ir ali alem ate numero estara escolhido banco dados pretendo saber posso fazer contador crescente nodejs suba centesima centesima 1 01 1 02 etc ate chegar valor desejo contudo quanto maior subindo numero depressa subira passara subir cada vez depressa obs nao envolve milesimas segundo nada relacionado tempo sim quanto maior numero subindo ainda depressa vai continuar subir poderei fazer nodejs obrigado,"(1, 0, 0, 0)"
567,code funcao faz carregue comentarios apos enviar assim faz comentario enviado tempo visualizado so coloquei codigo visualizar comentarios nao carregando nenhum comentario verifiquei div class id nenhum vai preciso ajuda,"(0, 1, 0, 0)"
568,pagina nomes varios produtos gostaria q clicar abrisse fancybox detalhes cada produto detalhes nome preco etc estao outra pagina gostaria exibi los mesma pagina estao listados produtos,"(0, 1, 1, 0)"
569,tentei codigo seguinte nao funciona code,"(0, 1, 0, 0)"
570,ola gostaria saber posso puxar dados banco dados ja tags html pucho dados vem normalmente porem ha tabela composta titulo conteudo nesse conteudo coloquei textos desse jeito code puxo ionic code mostra tela code queria mostrasse exemplo exemplo exemplo exemplo tipo ja tags html funcionado alguem pode ajudar,"(0, 0, 0, 1)"
571,tentando passar data php bloco html possui funcao javascript problema indo formato numerico posso resolver parte string html sendo montada code funcao code chamada valor segundo parametro vem 0 0003984938487854787 apenas exemplo,"(0, 0, 1, 0)"
572,fazer efeito jquery use scroll divs elementos aparecem fadein nesse site,"(0, 1, 1, 0)"
573,armazenando alguns dados localstorage navegador gostaria definir data expiracao dados nao acho forma controlar dados expiram dados possuem algum controle sobre serao descartados navegador vai descartar dados hd usuario ficar cheio passarem alguns meses hd queimar hehe esquece hd queimando,"(0, 0, 1, 0)"
574,codigo atualizado ajuda edson alves dificuldades calculo soma total desmarcar checkbox momento vou marcando calcula certinho problema desmarcacao deveria subtrair code code,"(0, 1, 1, 0)"
575,bom problema ver simples porem pratica complexo precisando script salve diversas paginas url mude proxima url exemplo www exemplo 1 salvo 1 next www exemplo 2 salvo 2 next www exemplo 3 salvo 3 problema nao conhecimento javascript php html entendimento basico sobre python so ainda nao possivel realizar acao praticamente preciso auto save porem mude url salve novamente pois sao 17 627 paginas humanamente impossivel so so rodar computador sites externos nao conseguem acha lo pois site login possivel conseguirem algum script consiga realizar agradeco,"(0, 0, 1, 0)"
576,fiz componente busca cep desta forma criei componente html code component ts code criei service buscar api code arquivo cep ts raiz campos code funciona perfeito porem reaproveitar componente busca cep outros formularios pegando resultados busca cep jogando outros formularios tipo formulario coloco code incorpora componente busca cep ok telefone code ai neste formulario ts desta forma aqui code realmente reutilizo componente busca cep formulario salvo api dados componente cep obrigado,"(0, 0, 0, 1)"
577,ola gostaria ajuda universitario rs gostaria saber fazendo forma correta existe alternativa melhor simplificar monte code code caminho seguir existe algo melhor,"(0, 1, 0, 0)"
578,tentando exibir paginas html dentro layout principal porem sempre erro 404 error not found at c \users\adiego\documents\projetonode\sistema1\app js 36 13 app js code alguem pode ajudar imagem erro,"(1, 0, 0, 0)"
579,criar chat node session seguinte problema usuario identifica entra sala ate ai tudo certo testando 2 computadores diferentes refresh pagina assume session ultimo usuario logou quero fazer caia internet ja volte logado devidas informacoes app js server code,"(1, 0, 0, 0)"
580,obter numero total code code url plataformas twitter facebook existem varios sites internet onde costuma ver botoes code facebook twitter personalizados contador personalizado usando apenas simples contador indicar quantos likes url obteve geral exemplo imagem abaixo podemos recriar contador personalizado imagem abaixo,"(0, 1, 0, 0)"
581,pagina html elemento code iframe possui cadastro preciso salvar informacoes sao digitadas dentro iframe outro dominio pesquisas verifiquei possibilidade utilizar window postmessage porem nao encontrei forma usar conforme necessidade,"(0, 0, 1, 0)"
582,problema tentando fazer efeito slide java so acontecendo problema imagens escolhi estao ficando lugar podem ver baixo vou postar codigos aqui poder ajudar agradeco abracos code code,"(0, 1, 1, 0)"
583,ola gostaria saber personalizar letras google charts grafico gerado porem nomes estao grandes entao nao aparecem todos alguem sabe maneira diminuir letras entao colocar palavras tombadas segue codigo code,"(0, 0, 1, 0)"
584,bom pessoal div fica fixa rolar pagina quero volte rolar junto pagina antes chegar rodape codigo abaixo faz chegar 300 altura scroll div fica fixa problema rolo pagina ate radape div sobrepoe rodape pois fixa entao quero div volte rolar pagina antes chega rodape exemplo 300px bottom codigo assim code code code,"(0, 1, 1, 0)"
585,code code pessoal olhem so 2 menus primeiro funciona banaca tudo certo ok porem limitamos espaco ocupa definindo width especifica menor necessario redimensionamos tela acontece quebra linha existe alguma forma conseguir detectar quebra linha antes aconteca exemplo redimensionando tela quebra linha acontecer consiga chamar funcao ira resolver problema obs possivel fazer definindo medias css innerwidth js porem preciso saber posicao exata ira quebrar colocar codigo possivel gostaria conseguir fazer conhecer ponto onde quebra,"(0, 0, 1, 0)"
586,codigo code preciso pegar valor vars embalagem html colocar dentro code faco,"(0, 0, 1, 0)"
587,boa tarde gostaria criar site altura primeira div 100 display exibido usuario dar scroll demais elementos aparecem normalmente sei forma calcular usando jquery javascript alguem sabe faco,"(0, 1, 1, 0)"
588,preciso verificar api ativa basicamente tentando verificar status requisicao igual 0 sei api ar queria colocar metodo classe service so retornar true false pra usar precisar chamar subscrible fazer verificacoes code codigo tentanto algo menos asssim precisaria algo retorna true false observable poderia resolver edit1 codigo usando map nao funciona exemplo dessa resposta usando http code code nao cai dentro funcao code,"(0, 0, 0, 1)"
589,fazendo projeto cordova utilizando basicamente html css js porem alguns celulares imagem alguns icones estao ficando tamanho natural outros nao utilizado basicamente code definir tamanho imagens testar querendo verifica versao navegador aberto verificar existe portabilidade nao algum comando javascript jquery faria,"(0, 1, 0, 0)"
590,fazendo projeto diversos inputs porem so posso digitar apenas 2 gostaria jquery fizesse validacao usuario possa apenas entrar nesses campos algo code existe alguma forma fazer algo deste tipo,"(0, 1, 0, 0)"
591,usando plugin criar mascara campo input mascara usando seguinte code preciso digitar numeros campo valor referente mascara preenchido 0 ex code neste exemplo todos valores iniciais input sao 0 0 00 000 digitar 0 preenchidos valor caso removesse zero voltaria aparecer naquela posicao alguem alguma solucao problema uso plugins opcional,"(0, 1, 1, 0)"
592,gostaria exemplo poderia movimentar imagem html usando javascript exemplo imagem posicao tocar botao movimente obrigado,"(0, 0, 1, 0)"
593,problema mascara moeda angularjs achei thread stackoverflow ingles mascara funciona beleza digitando input chega certo controller porem mando formatado controller tela nao rola aqui exemplo trecho codigo directive code codigo pagina code,"(0, 0, 0, 1)"
594,aprendendo javascript jquery querendo fazer pequeno site testar insercao dados banco dados nao conhecimentos php gostaria saber possivel inserir dados banco dados somente javascript jquery gostaria tambem saber maneira eficiente pratica voces recomendam tarefa,"(0, 1, 0, 0)"
595,problema drag and drop duas divs onde possui imagens serao jogadas outra div possui 1 imagem especifica nao pode ser movida porem dou drop cima imagem tanto especifica quanto outras imagem some comida peco ajuda voces resolver problema seguem codigos code,"(0, 0, 1, 0)"
596,duas divs div2 contem 4 imagens serao arrastadas outra div div1 possui imagem fixa necessidade jogar valores id cada imagem dentro array chamado resposta ordem drop imagem id 7 colocada div primeiro sera primeiro numero array assim diante ja faz umas 3 horas agarrado preciso ajuda segue codigo code funcao check tentativa fiz nao deu certo desde ja agradeco,"(0, 0, 1, 0)"
597,tentando desenvolver sistema node js tentando listar dados banco dados tabela porem dados ficam todos juntos dessa forma ainda nao entendo json sera porque dessa forma funcao faz listagem code pagina code cmd,"(1, 0, 0, 0)"
598,fiz site vez deve ser responsivo tera funcionar aparelhos portateis porem utilizei recurso chamado animate css desse arquivo utilizei seguintes efeitos code code code code funcionam corretamente site porem fazer teste celular lembrando fazendo teste localhost internet nao funcionam pois objetivo deste efeito imagens vao aparecendo conforme rolando pagina nao acontece preciso fazer codigo especifico mobile duvida,"(0, 0, 1, 0)"
599,crud nodejs onde consigo fazer inclusao dados banco porem agora queria editar dados tutorial sigo pouco antigo nesse tutorial edicao feita code pagina jade dessa forma code metodo update fica controle code rota code alguem pode ajudar,"(1, 0, 0, 0)"
600,peguei exemplo slider pergunta aqui site quero saber posso implementa lo faca transicao automatica mantendo botoes segue codigo code code,"(0, 0, 1, 0)"
601,fazendo build codigo code dando erro solucao,"(1, 0, 0, 1)"
602,boa tarde galera desenvolvendo api node mongo utilizando express mongoose tentei implementar pattern repository acessar atributos classe retorna mensagem undefined nao sei motivo repliquei mesma implementacao php funcionou boa segue abaixo codigo model utilizando mongoose code repository model code repository base code tento acessar atributo model arquivo baserepository retornado can not read property model of undefined der console log this model constructor exibido terminal gostaria entender erro desde ja agradeco,"(1, 0, 0, 0)"
603,atualizar biblioteca sweetalert parou funcionar debugar erro vi muitas modificacoes tornaram versao 1 x incompativel nova versao entao gostaria ajuda transcrever funcao code codigo funcao sweetalert 1 x code documentacao sweetalert 2 0 exemplo code pergunta gostaria saber posso transcrever funcao usando promisses saber uso promisses melhora funcao,"(0, 1, 0, 0)"
604,li algumas respostas forum nenhuma conseguiu resolver problema ajax funciona local porem subo simplesmente nao funciona segue codigo code,"(0, 1, 1, 0)"
605,bom dia galera duvida principiante criei duas paginas ionic v2 porem nao sei faco navegar outra olhando documentacao ionic vi navcontroller adaptei codigo deu nao funcionou login html code login ts code erro code,"(0, 0, 0, 1)"
606,pessoal tentando fazer request vai post api php retorna undefined provider code php code alguem sabe porque nao retornar parametro post q passei,"(0, 0, 0, 1)"
607,segue codigo html code js code tambem codigo seguir dispara evento apos modal ser carregado code evento click meubotao posso obter valor utilizando code exemplo jsfiddle posso obter valor desse botao modal ser carregado,"(0, 0, 1, 0)"
608,populando code partir dum code recebido via code seguinte forma code tentando atribuir code nessas code porem sucesso utilizando code code recebo erro uncaught syntaxerror missing after argument list continuando tentativas code uncaught typeerror val html prop is not function,"(0, 1, 1, 0)"
609,seguinte codigo code objetivo pegar imagem nova cada dez segundos porem imagem sempre mesma nao consigo limpar varavel fundo novo valor precisarem codigo completo link site posso enviar,"(0, 1, 0, 0)"
610,nao consigo fazer renderizar script pagina layout coloquei layout junto declaracoes bundles debug chrome aba network vem status 304 coloquei parte superior pagina layout tambem nao funcionou removi tambem nada retirei layout pus index tanto parte superior quanto inferior nada tambem veja imagem debug chrome controller angular nao funciona tambem coloquei bootstrap css deu mesma coisa 304 erro tipocontatooperadoracontroller js 3 uncaught referenceerror tipocontatooperadoracontroller is not defined controller js angularjs code layout code errado nessa abordagem quero consumir webapi usando angularjs nada aqui codigo index sera linha pode estar fazendo diferenca code ai code,"(0, 0, 0, 1)"
611,preciso preencher modal modo edicao base id recebido codigo code code saida ajax arquivo edita php funcionando porem dando erro code,"(0, 1, 0, 0)"
612,bom fazendo pessoa use range decida valor assim pessoa modificar range pesquisa sendo feita banco dados sobre jogo valor uso ajax php porem dando erro voces conseguem ajudar,"(0, 0, 1, 0)"
